,Component_1,Component_2,Component_3,Component_4,IntClustMemb
MB-5332,2.5163183,0.8701729,10.412582,3.1506412,5
MB-6232,2.1358047,0.6252044,10.407863,1.8121622,3
MB-7174,2.3335252,1.3643551,10.515073,2.7026064,6
MB-0577,1.8867912,0.73787,10.5998,1.8788668,7
MB-4866,2.3139064,0.26385784,10.385681,2.891805,4
MB-5173,3.1852164,1.7000374,11.062022,2.8437445,10
MB-0451,2.5785701,0.26222292,10.712556,2.2887194,8
MB-4154,2.6074903,1.499513,10.901634,3.3800766,4
MB-5013,2.4615169,0.07905338,9.918517,2.422906,3
MB-0467,2.6282294,1.268358,10.272578,1.4840561,5
MB-4236,3.0182946,0.506336,9.649323,3.3333185,9
MB-7212,2.4842103,0.2456776,10.649019,2.2466025,3
MB-3021,2.7322464,0.45546743,10.667383,1.6723589,8
MB-3064,2.4282796,0.8710711,11.269033,2.3716955,4
MB-3389,1.9706143,1.0108824,9.963722,2.3570325,6
MB-0079,2.4754767,1.2246188,11.376835,1.0303086,10
MB-4679,3.0550046,1.5975921,10.771587,3.336541,10
MB-5182,2.447901,0.16709019,10.134178,2.4970658,3
MB-0225,1.717994,1.0223051,10.092243,2.2663388,1
MB-0484,1.8732524,1.0565475,10.841753,2.4833548,6
MB-5473,2.8258984,0.37524626,10.299693,2.1093242,3
MB-5413,2.4572861,0.49775466,10.218013,2.9739645,7
MB-2745,2.7498393,0.6162332,10.209966,1.4894329,8
MB-2769,1.9956836,0.76665896,10.7805,1.7852997,7
MB-4785,3.1285765,0.315182,9.766579,2.6768637,8
MB-2912,3.1034958,1.7359619,11.432277,2.4789283,10
MB-4695,2.6447413,0.28860068,10.844441,2.7976484,4
MB-7291,2.412144,1.8313632,10.990989,2.719278,1
MB-0385,1.7815688,1.1867589,10.132188,2.1594076,9
MB-0508,2.4834778,0.7275437,10.763884,2.2043135,2
MB-0142,1.917591,0.33491418,10.509843,2.0950239,1
MB-5478,2.8363454,0.86015886,10.66346,1.8898029,3
MB-0293,2.2145529,1.2090384,11.743785,2.7387648,4
MB-6280,3.152579,1.8135159,11.209333,2.6524014,10
MB-0620,2.1606274,0.7565801,11.708029,2.7969048,4
MB-0609,2.2774906,0.7583235,10.308495,2.2818675,8
MB-7266,2.3025496,0.11832456,10.553015,2.343597,9
MB-6023,2.426301,0.34604627,10.10481,1.979352,8
MB-7010,1.9135551,0.24859151,10.4164,2.0955272,7
MB-6116,2.4213808,1.5153277,10.658772,2.6567512,5
MB-0492,2.0954673,0.18524964,10.382989,1.4385161,8
MB-6020,2.3443248,0.82496256,10.647277,2.7197742,1
MB-7198,2.5703726,0.8117362,10.970161,2.1312065,6
MB-0502,2.21781,1.7597915,12.068197,2.7997222,4
MB-0302,2.3825266,1.1560403,10.942346,1.7789466,3
MB-4706,2.4739141,0.4180729,10.473386,2.7604828,3
MB-4745,2.46371,1.4248679,10.888109,2.9610918,5
MB-4622,2.995921,1.6128905,11.261235,3.0388272,10
MB-0644,2.0692728,1.4851339,11.599168,2.5219932,4
MB-0275,1.9755125,1.2200649,11.480413,2.2516842,4
MB-5614,2.8186507,0.87146467,10.774416,2.5461402,9
MB-0394,1.7221524,0.8446887,10.791451,2.1508498,2
MB-5565,2.814172,1.9464607,11.283328,2.9568295,10
MB-4805,2.2182965,0.45189264,10.1516695,2.2956939,7
MB-0414,2.842806,1.9541233,11.2131405,2.925372,10
MB-5177,2.5320544,1.6879536,11.149147,3.480728,4
MB-5604,1.9127522,0.91228616,9.932292,2.3633897,1
MB-3014,3.16744,1.649712,11.42975,2.3779902,1
MB-4599,3.2499366,0.17202379,9.5167675,2.777608,8
MB-7017,3.018175,1.6791219,11.432933,2.461995,10
MB-0398,2.557829,1.205063,10.831535,2.2911863,6
MB-5001,2.0584557,0.4090593,10.451053,2.4207711,4
MB-5585,2.7138395,0.60835135,10.597096,2.1320307,8
MB-5492,3.0137577,0.5396139,10.402902,2.1374547,3
MB-7167,2.833273,0.5285185,10.135942,1.4810354,8
MB-5292,2.64071,1.088625,9.976298,2.1059709,5
MB-5543,2.6991355,0.76805097,10.398477,2.0439463,3
MB-0536,1.8338721,1.3901876,10.584826,2.293119,1
MB-7277,2.7688754,0.4494377,10.489541,1.4131174,8
MB-3341,2.8193967,0.8441364,10.654273,1.4673892,8
MB-4341,2.712597,0.8820628,10.439143,2.8228345,5
MB-7073,2.8203866,1.1118708,11.067026,2.2290351,5
MB-4731,2.424783,1.5263007,10.720409,2.6293192,5
MB-4324,3.0386717,0.32879758,9.738319,2.9457865,6
MB-0580,2.01983,1.4197754,10.821732,2.544534,4
MB-3606,2.9318802,1.0613244,11.394221,2.0905275,5
MB-0114,2.857436,0.4255372,10.023808,1.618807,8
MB-4911,3.1667635,1.9046834,11.059658,2.831763,10
MB-7273,2.314187,1.7202834,10.897185,2.7350156,5
MB-4306,2.6563416,0.12561259,10.162424,2.5522637,3
MB-4738,2.212696,0.45835608,11.152,2.7993364,3
MB-7193,2.3541617,0.9033579,10.934161,1.8061348,6
MB-7132,1.8832409,0.27733535,10.591202,1.8591253,7
MB-2847,3.0018663,0.71813685,10.883419,1.8152288,5
MB-2718,3.0284722,1.8141891,11.421584,2.668424,10
MB-0328,2.6868365,0.9793558,9.913233,1.936122,9
MB-5552,2.9131694,0.9095943,10.28783,2.677897,6
MB-0606,1.995154,0.21949592,10.413608,1.6288602,3
MB-5298,3.0697105,1.8203236,11.040722,3.0646493,10
MB-4733,2.72436,1.6744497,10.9343195,3.17706,4
MB-5322,2.388453,0.44773793,10.173526,2.2500217,2
MB-7263,1.8511825,0.67356724,9.880452,2.5790286,9
MB-0148,2.2845736,1.7981762,11.152971,2.6504524,5
MB-4343,3.1121924,0.46614555,9.846157,3.4053972,4
MB-4350,3.243291,0.40776506,9.612885,3.3144715,5
MB-5228,2.217159,0.7210607,9.90469,2.6178644,7
MB-5465,2.7940845,1.27339,11.221956,2.015816,10
MB-7208,2.536959,1.2733059,10.701539,2.9371777,10
MB-3536,2.732935,0.8691277,11.126261,1.550319,5
MB-3277,3.2082198,1.7586429,11.253505,2.58004,1
MB-5345,2.5202258,0.4985093,10.929468,2.9130845,4
MB-5535,2.9331367,1.0152346,10.626863,3.0854506,5
MB-5475,1.8973436,0.25145254,10.298213,2.312478,2
MB-7111,2.7200062,1.3842638,11.248187,2.5051098,1
MB-0497,1.7299397,0.7057107,10.788931,2.4622464,4
MB-4634,2.5814157,0.27868056,10.401073,2.7488296,3
MB-0107,2.4882278,1.1925219,11.165483,0.9760818,1
MB-0390,2.3270416,1.6448815,11.394077,2.8042583,5
MB-3085,2.3350556,0.8683847,11.525221,2.4375567,4
MB-2686,2.3286836,1.6465381,10.689473,1.9458289,1
MB-0630,2.1344843,0.7145522,10.376153,2.0748444,1
MB-0280,2.1755815,0.18227796,10.48549,2.4239414,7
MB-2629,2.2776418,0.4680892,10.6514435,1.4155263,3
MB-2851,2.7053425,0.8370648,11.436108,1.8051844,4
MB-5624,3.1247413,1.1759413,10.827455,2.8151743,10
MB-0121,2.577687,0.7863127,10.146692,1.3624969,8
MB-0192,2.3682435,1.678835,11.289288,3.1631312,4
MB-5206,2.0508194,0.34666955,10.88077,2.6939673,2
MB-0307,2.1080115,1.378534,10.782417,2.3153262,5
MB-0350,3.0070128,1.5342672,11.119396,2.6838768,10
MB-3063,2.8531995,1.8267175,11.07713,2.4043708,10
MB-0352,2.210312,1.6997001,11.33026,2.6882586,4
MB-5349,2.105341,0.011350282,10.517023,2.3698761,4
MB-4694,3.2768273,1.6430999,10.760361,2.89407,10
MB-0155,2.23188,1.1035177,11.668671,2.6898458,4
MB-2758,2.7146974,1.447601,11.409502,2.502891,4
MB-7002,2.2780476,0.55284405,10.756968,2.4680963,4
MB-6101,2.7431471,0.6514785,10.01278,2.1776009,7
MB-0667,2.2501192,1.4137726,10.643445,1.7072864,1
MB-4139,2.477031,0.32785812,9.765493,2.052386,8
MB-2632,2.6280205,1.30383,11.255659,2.0214913,5
MB-0500,3.1384852,1.7744678,11.257369,2.777949,10
MB-0460,2.1170316,1.2174563,11.684185,2.6512985,4
MB-5123,1.8472856,1.0472052,10.449422,2.520663,7
MB-5499,2.3101246,0.48788536,10.983114,2.5121107,4
MB-2772,2.407562,1.2174612,11.247759,1.6909348,6
MB-0517,1.5958843,1.0011294,10.521436,2.4812465,9
MB-4033,2.5874534,0.9088523,10.824363,2.8148575,4
MB-4904,2.5204375,1.6026477,11.126579,3.1846771,5
MB-0045,2.4350305,1.607563,11.504806,3.031229,4
MB-5531,3.0205112,1.7124419,11.239251,2.9361777,10
MB-5495,2.7200885,0.72019523,10.617295,2.4399567,4
MB-5378,3.061331,1.816286,10.9881,2.8383915,10
MB-4800,2.9886785,0.669908,9.884632,1.8179247,6
MB-2513,2.666449,1.1059488,11.334679,1.7977761,5
MB-4671,2.9980028,0.32892564,9.603234,2.7349977,2
MB-5229,2.894244,1.0433594,10.09249,2.1363857,5
MB-5101,2.0602899,0.6883574,10.107833,2.3187988,6
MB-3379,2.701714,0.98446053,10.509047,1.6214648,5
MB-4697,2.759701,0.2374219,10.494492,2.6231887,3
MB-7029,2.2233336,0.8374362,11.000087,2.3897896,4
MB-0901,3.020792,1.9480861,10.91138,2.5266678,10
MB-7142,2.173399,0.56952065,9.962777,2.8527625,2
MB-0059,2.0067394,1.1257284,10.380237,1.640252,8
MB-6059,2.0386453,1.0626814,10.631304,2.543293,7
MB-4098,3.059318,0.18294385,9.538682,3.2231836,7
MB-7241,1.9632174,0.4522889,10.435775,2.1129363,7
MB-4762,2.1547725,0.6529939,10.026627,2.8966084,7
MB-6228,2.546344,1.7008895,11.285053,2.9689362,4
